video,split
Isa_33_parte-5,train
Isa_34_parte-1,dev
Isa_34_parte-2,train
Isa_34_parte-3,train
Isa_35_parte-1,train
Isa_35_parte-2,train
Isa_36_parte-1,train
Isa_36_parte-2,train
Isa_36_parte-3,test
Isa_36_parte-4,train
Isa_36_parte-5,train
Isa_37_parte-1,train
Isa_37_parte-2,train
Isa_37_parte-3,train
Isa_37_parte-4,train
Isa_37_parte-5,train
Isa_37_parte-6,train
Isa_38_parte-1,train
Isa_38_parte-2,train
Isa_38_parte-3,train
Isa_38_parte-4,train
Isa_39_parte-1,train
Isa_39_parte-2,dev
Isa_3_parte-1,train
Isa_3_parte-2,dev
Isa_3_parte-3,train
Isa_3_parte-4,dev
Isa_40_parte-1,train
Isa_40_parte-2,test
Isa_40_parte-3,train
Isa_40_parte-4,train
Isa_40_parte-5,train
Isa_40_parte-6,train
Isa_40_parte-7,train
Isa_40_parte-8,train
Isa_41_parte-1,test
Isa_41_parte-2,dev
Isa_41_parte-3,train
Isa_41_parte-4,train
Isa_42_parte-1,train
Isa_42_parte-2,train
Isa_42_parte-3,train
Isa_42_parte-4,test
Isa_42_parte-5,train
Isa_43_parte-1,train
Isa_43_parte-2,train
Isa_43_parte-3,train
Isa_43_parte-4,train
Isa_44_parte-1,dev
Isa_44_parte-2,test
Isa_44_parte-3,train
Isa_44_parte-4,train
Isa_44_parte-5,train
Isa_45_parte-1,train
Isa_45_parte-2,train
Isa_45_parte-3,train
Isa_45_parte-4,train
Isa_46_parte-1,train
Isa_46_parte-2,train
Isa_46_parte-3,train
Isa_47_parte-1,train
Isa_47_parte-2,train
Isa_47_parte-3,dev
Isa_48_parte-1,train
Isa_48_parte-2,dev
Isa_48_parte-3,train
Isa_48_parte-4,train
Isa_49_parte-1,train
Isa_49_parte-2,test
Isa_49_parte-3,train
Isa_49_parte-4,train
Isa_49_parte-5,train
Isa_49_parte-6,dev
Isa_4_parte-1,train
Isa_50_parte-1,train
Isa_50_parte-2,train
Isa_50_parte-3,train
Isa_51_parte-1,train
Isa_51_parte-2,test
Isa_51_parte-3,train
Isa_51_parte-4,train
Isa_51_parte-5,dev
Isa_52_parte-1,train
Isa_52_parte-2,train
Isa_52_parte-3,train
Isa_53_parte-1,train
Isa_53_parte-2,train
Isa_54_parte-1,train
Isa_54_parte-2,train
Isa_54_parte-3,train
Isa_54_parte-4,train
Isa_55_parte-1,train
Isa_55_parte-2,train
Isa_55_parte-3,train
Isa_56_parte-1,train
Isa_56_parte-2,train
Isa_57_parte-1,test
Isa_57_parte-2,train
Isa_57_parte-3,train
Isa_57_parte-4,train
Isa_58_parte-1,train
Isa_58_parte-2,train
Isa_58_parte-3,test
Isa_59_parte-1,train
Isa_59_parte-2,test
Isa_59_parte-3,train
Isa_59_parte-4,train
Isa_5_parte-1,test
Isa_5_parte-2,train
Isa_5_parte-3,test
Isa_5_parte-4,dev
Isa_5_parte-5,dev
Isa_60_parte-1,dev
Isa_60_parte-2,train
Isa_60_parte-3,train
Isa_60_parte-4,train
Isa_61_parte-1,test
Isa_61_parte-2,dev
Isa_61_parte-3,train
Isa_62_parte-1,train
Isa_62_parte-2,train
Isa_62_parte-3,train
Isa_63_parte-1,train
Isa_63_parte-2,dev
Isa_63_parte-3,train
Isa_64_parte-1,test
Isa_64_parte-2,train
Isa_65_parte-1,train
Isa_65_parte-2,train
Isa_65_parte-3,train
Isa_65_parte-4,train
Isa_65_parte-5,train
Isa_66_parte-1,train
Isa_66_parte-2,train
Isa_66_parte-3,train
Isa_66_parte-4,train
Isa_66_parte-5,train
Isa_66_parte-6,train
Isa_6_parte-1,train
Isa_6_parte-2,train
Isa_7_parte-1,train
Isa_7_parte-2,train
Isa_7_parte-3,dev
Isa_7_parte-4,train
Isa_7_parte-5,train
Isa_8_parte-1,train
Isa_8_parte-2,train
Isa_8_parte-3,train
Isa_8_parte-4,train
Isa_8_parte-5,dev
Isa_8_parte-6,train
Isa_9_parte-1,train
Isa_9_parte-2,train
Isa_9_parte-3,train
Isa_9_parte-4,test
Isa_9_parte-5,train
Jer_10_parte-1,train
Jer_10_parte-2,train
Jer_10_parte-3,test
Jer_10_parte-4,dev
Jer_10_parte-5,train
Jer_11_parte-1,train
Jer_11_parte-2,train
Jer_11_parte-3,train
Jer_11_parte-4,train
Jer_11_parte-5,train
Jer_12_parte-1,train
Jer_12_parte-2,test
Jer_12_parte-3,train
Jer_13_parte-1,train
Jer_13_parte-2,train
Jer_13_parte-3,train
Jer_13_parte-4,train
Jer_13_parte-5,dev
Jer_14_parte-1,train
Jer_14_parte-2,train
Jer_14_parte-3,train
Jer_14_parte-4,train
Jer_15_parte-1,train
Jer_15_parte-2,train
Jer_15_parte-3,train
Jer_15_parte-4,train
Jer_16_parte-1,train
Jer_16_parte-2,train
Jer_16_parte-3,test
Jer_16_parte-4,test
Jer_16_parte-5,test
Jer_17_parte-1,train
Jer_17_parte-2,test
Jer_17_parte-3,train
Jer_17_parte-4,train
Jer_17_parte-5,dev
Jer_17_parte-6,train
Jer_18_parte-1,train
Jer_18_parte-2,dev
Jer_18_parte-3,train
Jer_18_parte-4,train
Jer_19_parte-1,dev
Jer_19_parte-2,train
Jer_19_parte-3,dev
Jer_19_parte-4,train
Jer_1_parte-1,train
Jer_1_parte-2,train
Jer_1_parte-3,train
Jer_20_parte-1,train
Jer_20_parte-2,train
Jer_20_parte-3,train
Jer_20_parte-4,train
Jer_21_parte-1,train
Jer_21_parte-2,train
Jer_21_parte-3,train
Jer_22_parte-1,train
Jer_22_parte-2,train
Jer_22_parte-3,train
Jer_22_parte-4,train
Jer_22_parte-5,train
Jer_22_parte-6,dev
Jer_23_parte-1,train
Jer_23_parte-2,train
Jer_23_parte-3,dev
Jer_23_parte-4,train
Jer_23_parte-5,train
Jer_23_parte-6,test
Jer_23_parte-7,test
Jer_23_parte-8,train
Jer_24_parte-1,train
Jer_25_parte-1,train
Jer_25_parte-2,train
Jer_25_parte-3,train
Jer_25_parte-4,train
Jer_25_parte-5,train
Jer_25_parte-6,test
Jer_25_parte-7,train
Jer_26_parte-1,train
Jer_26_parte-2,train
Jer_27_parte-1,train
Jer_27_parte-2,train
Jer_27_parte-3,train
Jer_28_parte-1,train
Jer_28_parte-2,train
Jer_28_parte-3,train
Jer_29_parte-1,train
Jer_29_parte-2,train
Jer_29_parte-3,train
Jer_29_parte-4,train
Jer_2_parte-1,train
Jer_2_parte-2,train
Jer_2_parte-3,train
Jer_2_parte-4,train
Jer_2_parte-5,train
Jer_30_parte-1,train
Jer_30_parte-2,train
Jer_30_parte-3,train
Jer_30_parte-4,train
Jer_30_parte-5,train
Jer_31_parte-1,train
Jer_31_parte-10,train
Jer_31_parte-2,train
Jer_31_parte-3,train
Jer_31_parte-4,train
Jer_31_parte-5,train
Jer_31_parte-6,train
Jer_31_parte-7,train
Jer_31_parte-8,train
Jer_31_parte-9,train
Jer_32_parte-1,dev
Jer_32_parte-2,train
Jer_32_parte-3,train
Jer_32_parte-4,dev
Jer_32_parte-5,train
Jer_33_parte-1,train
Jer_33_parte-2,train
Jer_33_parte-3,train
Jer_33_parte-4,train
Jer_33_parte-5,train
Jer_34_parte-1,test
Jer_34_parte-2,dev
Jer_35_parte-1,train
Jer_35_parte-2,train
Jer_36_parte-1,train
Jer_36_parte-2,dev
Jer_36_parte-3,train
Jer_36_parte-4,dev
Jer_37_parte-1,train
Jer_37_parte-2,train
Jer_37_parte-3,train
Jer_38_parte-1,train
Jer_38_parte-2,dev
Jer_39_parte-1,train
Jer_39_parte-2,train
Jer_39_parte-3,train
Jer_39_parte-4,train
Jer_3_parte-1,train
Jer_3_parte-2,train
Jer_3_parte-3,train
Jer_3_parte-4,train
Jer_3_parte-5,dev
Jer_3_parte-6,train
Jer_40_parte-1,train
Jer_40_parte-2,train
Jer_40_parte-3,train
Jer_40_parte-4,train
Jer_41_parte-1,train
Jer_41_parte-2,train
Jer_41_parte-3,train
Jer_42_parte-1,train
Jer_42_parte-2,train
Jer_42_parte-3,test
Jer_42_parte-4,train
Jer_43_parte-1,test
Jer_43_parte-2,train
Jer_43_parte-3,train
Jer_44_parte-1,train
Jer_44_parte-2,train
Jer_44_parte-3,train
Jer_44_parte-4,train
Jer_44_parte-5,train
Jer_45_parte-1,train
Jer_46_parte-1,train
Jer_46_parte-2,train
Jer_46_parte-3,train
Jer_46_parte-4,test
Jer_46_parte-5,test
Jer_46_parte-6,train
Jer_46_parte-7,train
Jer_47_parte-1,train
Jer_48_parte-1,test
Jer_48_parte-2,train
Jer_48_parte-3,train
Jer_48_parte-4,train
Jer_48_parte-5,train
Jer_48_parte-6,train
Jer_48_parte-7,train
Jer_48_parte-8,dev
Jer_49_parte-1,train
Jer_49_parte-2,train
Jer_49_parte-3,dev
Jer_49_parte-4,train
Jer_49_parte-5,train
Jer_49_parte-6,train
Jer_49_parte-7,train
Jer_49_parte-8,train
Jer_4_parte-1,train
Jer_4_parte-2,dev
Jer_4_parte-3,test
Jer_4_parte-4,train
Jer_4_parte-5,train
Jer_50_parte-1,train
Jer_50_parte-2,dev
Jer_50_parte-3,train
Jer_50_parte-4,train
Jer_50_parte-5,test
Jer_50_parte-6,test
Jer_50_parte-7,train
Jer_51_parte-1,train
Jer_51_parte-10,train
Jer_51_parte-2,train
Jer_51_parte-3,train
Jer_51_parte-4,train
Jer_51_parte-5,train
Jer_51_parte-6,train
Jer_51_parte-7,train
Jer_51_parte-8,train
Jer_51_parte-9,train
Jer_52_parte-1,train
Jer_52_parte-2,train
Jer_52_parte-3,dev
Jer_52_parte-4,train
Jer_52_parte-5,train
Jer_52_parte-6,train
Jer_52_parte-7,dev
Jer_5_parte-1,train
Jer_5_parte-2,dev
Jer_5_parte-3,train
Jer_5_parte-4,train
Jer_5_parte-5,train
Jer_5_parte-6,train
Jer_6_parte-1,train
Jer_6_parte-2,train
Jer_6_parte-3,train
Jer_6_parte-4,train
Jer_6_parte-5,train
Jer_7_parte-1,test
Jer_7_parte-2,train
Jer_7_parte-3,dev
Jer_7_parte-4,train
Jer_7_parte-5,train
Jer_7_parte-6,train
Jer_7_parte-7,train
Jer_8_parte-1,test
Jer_8_parte-2,test
Jer_8_parte-3,train
Jer_8_parte-4,train
Jer_8_parte-5,train
Jer_9_parte-1,train
Jer_9_parte-2,test
Jer_9_parte-3,train
Jer_9_parte-4,train
Jer_9_parte-5,train
Jo_10_parte-1,train
Jo_10_parte-2,dev
Jo_10_parte-3,train
Jo_11_parte-1,train
Jo_11_parte-2,train
Jo_11_parte-3,train
Jo_12_parte-1,train
Jo_12_parte-2,train
Jo_12_parte-3,train
Jo_12_parte-4,train
Jo_12_parte-5,dev
Jo_13_parte-1,train
Jo_13_parte-2,train
Jo_13_parte-3,train
Jo_13_parte-4,test
Jo_14_parte-1,train
Jo_14_parte-2,train
Jo_14_parte-3,train
Jo_14_parte-4,train
Jo_15_parte-1,train
Jo_15_parte-2,train
Jo_15_parte-3,train
Jo_15_parte-4,train
Jo_15_parte-5,test
Jo_16_parte-1,train
Jo_16_parte-2,dev
Jo_16_parte-3,train
Jo_17_parte-1,train
Jo_17_parte-2,train
Jo_17_parte-3,train
Jo_18_parte-1,train
Jo_18_parte-2,train
Jo_18_parte-3,train
Jo_18_parte-4,train
Jo_19_parte-1,train
Jo_19_parte-2,train
Jo_19_parte-3,test
Jo_19_parte-4,train
Jo_19_parte-5,train
Jo_1_parte-1,train
Jo_1_parte-2,train
Jo_1_parte-3,train
Jo_1_parte-4,train
Jo_20_parte-1,train
Jo_20_parte-2,train
Jo_20_parte-3,train
Jo_20_parte-4,train
Jo_20_parte-5,train
Jo_21_parte-1,train
Jo_21_parte-2,train
Jo_21_parte-3,train
Jo_21_parte-4,train
Jo_21_parte-5,dev
Jo_22_parte-1,train
Jo_22_parte-2,train
Jo_22_parte-3,test
Jo_22_parte-4,dev
Jo_22_parte-5,train
Jo_23_parte-1,train
Jo_23_parte-2,train
Jo_23_parte-3,test
Jo_24_parte-1,train
Jo_24_parte-2,train
Jo_24_parte-3,train
Jo_24_parte-4,train
Jo_24_parte-5,train
Jo_25_parte-1,train
Jo_26_parte-1,train
Jo_26_parte-2,train
Jo_26_parte-3,train
Jo_27_parte-1,train
Jo_27_parte-2,train
Jo_27_parte-3,train
Jo_27_parte-4,train
Jo_28_parte-1,train
Jo_28_parte-2,train
Jo_28_parte-3,train
Jo_28_parte-4,train
Jo_28_parte-5,train
Jo_28_parte-6,train
Jo_29_parte-1,train
Jo_29_parte-2,train
Jo_29_parte-3,train
Jo_29_parte-4,train
Jo_29_parte-5,train
Jo_2_parte-1,train
Jo_2_parte-2,train
Jo_2_parte-3,train
Jo_30_parte-1,train
Jo_30_parte-2,dev
Jo_30_parte-3,train
Jo_30_parte-4,train
Jo_30_parte-5,dev
Jo_31_parte-1,train
Jo_31_parte-2,dev
Jo_31_parte-3,train
Jo_31_parte-4,train
Jo_31_parte-5,train
Jo_31_parte-6,train
Jo_32_parte-1,test
Jo_32_parte-2,train
Jo_33_parte-1,train
Jo_33_parte-2,train
Jo_33_parte-3,train
Jo_33_parte-4,train
Jo_34_parte-1,dev
Jo_34_parte-2,train
Jo_34_parte-3,train
Jo_34_parte-4,train
Jo_34_parte-5,train
Jo_35_parte-1,train
Jo_35_parte-2,train
Jo_35_parte-3,test
Jo_36_parte-1,train
Jo_36_parte-2,dev
Jo_36_parte-3,train
Jo_36_parte-4,train
Jo_36_parte-5,train
Jo_37_parte-1,train
Jo_37_parte-2,train
Jo_37_parte-3,dev
Jo_37_parte-4,train
Jo_38_parte-1,train
Jo_38_parte-2,train
Jo_38_parte-3,train
Jo_38_parte-4,train
Jo_38_parte-5,train
Jo_38_parte-6,train
Jo_38_parte-7,train
Jo_39_parte-1,train
Jo_39_parte-2,train
Jo_39_parte-3,train
Jo_39_parte-4,dev
Jo_39_parte-5,train
Jo_39_parte-6,train
Jo_3_parte-1,test
Jo_3_parte-2,train
Jo_3_parte-3,dev
Jo_3_parte-4,train
Jo_40_parte-1,dev
Jo_40_parte-2,train
Jo_40_parte-3,train
Jo_40_parte-4,test
Jo_41_parte-1,test
Jo_41_parte-2,train
Jo_41_parte-3,train
Jo_41_parte-4,train
Jo_41_parte-5,train
Jo_41_parte-6,train
Jo_42_parte-1,train
Jo_42_parte-2,train
Jo_42_parte-3,train
Jo_42_parte-4,test
Jo_4_parte-1,train
Jo_4_parte-2,train
Jo_4_parte-3,train
Jo_4_parte-4,dev
Jo_5_parte-1,dev
Jo_5_parte-2,train
Jo_5_parte-3,train
Jo_5_parte-4,train
Jo_5_parte-5,train
Jo_6_parte-1,dev
Jo_6_parte-2,train
Jo_6_parte-3,train
Jo_6_parte-4,dev
Jo_7_parte-1,train
Jo_7_parte-2,train
Jo_7_parte-3,train
Jo_7_parte-4,train
Jo_8_parte-1,train
Jo_8_parte-2,test
Jo_8_parte-3,train
Jo_8_parte-4,train
Jo_9_parte-1,test
Jo_9_parte-2,train
Jo_9_parte-3,train
Jo_9_parte-4,train
Jo_9_parte-5,train
Jo_9_parte-6,train
Joao_10_parte-1,train
Joao_10_parte-10,train
Joao_10_parte-11,train
Joao_10_parte-2,train
Joao_10_parte-3,train
Joao_10_parte-4,train
Joao_10_parte-5,dev
Joao_10_parte-6,train
Joao_10_parte-7,train
Joao_10_parte-8,train
Joao_10_parte-9,test
Joao_11_parte-1,train
Joao_11_parte-10,test
Joao_11_parte-11,train
Joao_11_parte-12,train
Joao_11_parte-13,test
Joao_11_parte-2,train
Joao_11_parte-3,train
Joao_11_parte-4,train
Joao_11_parte-5,train
Joao_11_parte-6,train
Joao_11_parte-7,train
Joao_11_parte-8,train
Joao_11_parte-9,test
Joao_12_parte-1,train
Joao_12_parte-10,train
Joao_12_parte-11,train
Joao_12_parte-12,train
Joao_12_parte-2,train
Joao_12_parte-3,train
Joao_12_parte-4,train
Joao_12_parte-5,train
Joao_12_parte-6,train
Joao_12_parte-7,train
Joao_12_parte-8,dev
Joao_12_parte-9,train
Joao_13_parte-1,train
Joao_13_parte-2,train
Joao_13_parte-3,train
Joao_13_parte-4,test
Joao_13_parte-5,train
Joao_13_parte-6,train
Joao_13_parte-7,train
Joao_14_parte-1,train
Joao_14_parte-2,train
Joao_14_parte-3,train
Joao_14_parte-4,train
Joao_14_parte-5,train
Joao_14_parte-6,test
Joao_15_parte-1,dev
Joao_15_parte-2,test
Joao_15_parte-3,train
Joao_15_parte-4,train
Joao_15_parte-5,train
Joao_15_parte-6,test
Joao_16_parte-1,dev
Joao_16_parte-2,train
Joao_16_parte-3,train
Joao_16_parte-4,train
Joao_16_parte-5,train
Joao_16_parte-6,train
Joao_16_parte-7,train
Joao_17_parte-1,train
Joao_17_parte-2,train
Joao_17_parte-3,dev
Joao_17_parte-4,dev
Joao_17_parte-5,train
Joao_17_parte-6,train
Joao_18_parte-1,train
Joao_18_parte-2,train
Joao_18_parte-3,train
Joao_18_parte-4,train
Joao_18_parte-5,train
Joao_18_parte-6,train
Joao_18_parte-7,train
Joao_19_parte-1,train
Joao_19_parte-2,dev
Joao_19_parte-3,train
Joao_19_parte-4,train
Joao_19_parte-5,train
Joao_19_parte-6,test
Joao_19_parte-7,train
Joao_19_parte-8,train
Joao_19_parte-9,dev
Joao_1_parte-1,dev
Joao_1_parte-10,train
Joao_1_parte-11,train
Joao_1_parte-2,train
Joao_1_parte-3,train
Joao_1_parte-4,test
Joao_1_parte-5,train
Joao_1_parte-6,train
Joao_1_parte-7,train
Joao_1_parte-8,train
Joao_1_parte-9,train
Joao_20_parte-1,train
Joao_20_parte-2,train
Joao_20_parte-3,train
Joao_20_parte-4,train
Joao_20_parte-5,train
Joao_21_parte-1,train
Joao_21_parte-2,train
Joao_21_parte-3,train
Joao_21_parte-4,dev
Joao_21_parte-5,train
Joao_2_parte-1,test
Joao_2_parte-2,train
Joao_2_parte-3,train
Joao_2_parte-4,train
Joao_2_parte-5,train
Joao_3_parte-1,train
Joao_3_parte-2,train
Joao_3_parte-3,train
Joao_3_parte-4,train
Joao_3_parte-5,train
Joao_3_parte-6,test
Joao_3_parte-7,dev
Joao_4_parte-1,train
Joao_4_parte-10,train
Joao_4_parte-11,test
Joao_4_parte-12,test
Joao_4_parte-2,train
Joao_4_parte-3,train
Joao_4_parte-4,train
Joao_4_parte-5,train
Joao_4_parte-6,train
Joao_4_parte-7,test
Joao_4_parte-8,train
Joao_4_parte-9,train
Joao_5_parte-1,train
Joao_5_parte-10,test
Joao_5_parte-2,dev
Joao_5_parte-3,train
Joao_5_parte-4,train
Joao_5_parte-5,train
Joao_5_parte-6,test
Joao_5_parte-7,train
Joao_5_parte-8,train
Joao_5_parte-9,train
Joao_6_parte-1,train
Joao_6_parte-10,train
Joao_6_parte-11,train
Joao_6_parte-12,train
Joao_6_parte-13,train
Joao_6_parte-14,train
Joao_6_parte-15,train
Joao_6_parte-2,train
Joao_6_parte-3,test
Joao_6_parte-4,train
Joao_6_parte-5,train
Joao_6_parte-6,train
Joao_6_parte-7,dev
Joao_6_parte-8,train
Joao_6_parte-9,train
Joao_7_parte-1,dev
Joao_7_parte-10,train
Joao_7_parte-11,train
Joao_7_parte-2,train
Joao_7_parte-3,train
Joao_7_parte-4,train
Joao_7_parte-5,train
Joao_7_parte-6,train
Joao_7_parte-7,dev
Joao_7_parte-8,train
Joao_7_parte-9,train
Joao_8_parte-1,train
Joao_8_parte-2,train
Joao_8_parte-3,train
Joao_8_parte-4,train
Joao_8_parte-5,train
Joao_8_parte-6,train
Joao_8_parte-7,train
Joao_8_parte-8,test
Joao_9_parte-1,train
Joao_9_parte-2,train
Joao_9_parte-3,train
Joao_9_parte-4,train
Joao_9_parte-5,train
Joao_9_parte-6,dev
Joao_9_parte-7,dev
Joel_1_parte-1,train
Joel_1_parte-2,train
Joel_1_parte-3,train
Joel_1_parte-4,train
Joel_1_parte-5,dev
Joel_1_parte-6,train
Joel_2_parte-1,train
Joel_2_parte-2,train
Joel_2_parte-3,test
Joel_2_parte-4,train
Joel_2_parte-5,train
Joel_2_parte-6,train
Joel_2_parte-7,train
Joel_2_parte-8,dev
Joel_2_parte-9,train
Joel_3_parte-1,dev
Joel_3_parte-2,train
Joel_3_parte-3,train
Joel_3_parte-4,train
Joel_3_parte-5,train
Joel_3_parte-6,train
Jonas_1_parte-1,train
Jonas_1_parte-2,train
Jonas_1_parte-3,train
Jonas_2_parte-1,test
Jonas_2_parte-2,test
Jonas_3_parte-1,dev
Jonas_3_parte-2,train
Jonas_4_parte-1,train
Jonas_4_parte-2,train
Jonas_4_parte-3,train
Jos_10_parte-1,train
Jos_10_parte-2,train
Jos_10_parte-3,train
Jos_10_parte-4,train
Jos_10_parte-5,train
Jos_10_parte-6,train
Jos_10_parte-7,train
Jos_10_parte-8,train
Jos_11_parte-1,train
Jos_11_parte-2,train
Jos_11_parte-3,dev
Jos_11_parte-4,train
Jos_11_parte-5,dev
Jos_12_parte-1,train
Jos_12_parte-2,train
Jos_12_parte-3,train
Jos_12_parte-4,dev
Jos_13_parte-1,train
Jos_13_parte-2,train
Jos_13_parte-3,train
Jos_13_parte-4,train
Jos_13_parte-5,test
Jos_14_parte-1,train
Jos_14_parte-2,train
Jos_14_parte-3,train
Jos_15_parte-1,train
Jos_15_parte-10,train
Jos_15_parte-11,train
Jos_15_parte-12,train
Jos_15_parte-2,train
Jos_15_parte-3,train
Jos_15_parte-4,train
Jos_15_parte-5,test
Jos_15_parte-6,train
Jos_15_parte-7,train
Jos_15_parte-8,test
Jos_15_parte-9,train
Jos_16_parte-1,dev
Jos_16_parte-2,train
Jos_16_parte-3,test
Jos_17_parte-1,train
Jos_17_parte-2,dev
Jos_17_parte-3,train
Jos_17_parte-4,train
Jos_17_parte-5,train
Jos_18_parte-1,train
Jos_18_parte-2,train
Jos_18_parte-3,train
Jos_18_parte-4,train
Jos_18_parte-5,train
Jos_18_parte-6,train
Jos_19_parte-1,train
Jos_19_parte-2,train
Jos_19_parte-3,dev
Jos_19_parte-4,train
Jos_19_parte-5,dev
Jos_19_parte-6,train
Jos_19_parte-7,train
Jos_1_parte-1,train
Jos_1_parte-2,test
Jos_1_parte-3,test
Jos_20_parte-1,train
Jos_20_parte-2,test
Jos_21_parte-1,train
Jos_21_parte-10,test
Jos_21_parte-2,dev
Jos_21_parte-3,train
Jos_21_parte-4,train
Jos_21_parte-5,train
Jos_21_parte-6,train
Jos_21_parte-7,train
Jos_21_parte-8,train
Jos_21_parte-9,train
Jos_22_parte-1,test
Jos_22_parte-2,train
Jos_22_parte-3,train
Jos_22_parte-4,dev
Jos_22_parte-5,train
Jos_22_parte-6,train
Jos_22_parte-7,test
Jos_23_parte-1,train
Jos_23_parte-2,train
Jos_23_parte-3,train
Jos_23_parte-4,train
Jos_24_parte-1,train
Jos_24_parte-2,train
Jos_24_parte-3,test
Jos_24_parte-4,dev
Jos_24_parte-5,train
Jos_24_parte-6,train
Jos_24_parte-7,dev
Jos_24_parte-8,train
Jos_2_parte-1,train
Jos_2_parte-2,train
Jos_2_parte-3,train
Jos_2_parte-4,train
Jos_2_parte-5,dev
Jos_3_parte-1,train
Jos_3_parte-2,train
Jos_3_parte-3,train
Jos_4_parte-1,train
Jos_4_parte-2,dev
Jos_4_parte-3,train
Jos_4_parte-4,train
Jos_5_parte-1,dev
Jos_5_parte-2,train
Jos_5_parte-3,train
Jos_5_parte-4,train
Jos_6_parte-1,train
Jos_6_parte-2,train
Jos_6_parte-3,dev
Jos_6_parte-4,train
Jos_6_parte-5,train
Jos_7_parte-1,test
Jos_7_parte-2,train
Jos_7_parte-3,train
Jos_7_parte-4,train
Jos_7_parte-5,train
Jos_8_parte-1,train
Jos_8_parte-2,train
Jos_8_parte-3,train
Jos_8_parte-4,train
Jos_8_parte-5,test
Jos_9_parte-1,train
Jos_9_parte-2,train
Jos_9_parte-3,test
Jos_9_parte-4,train
Jos_9_parte-5,train
Judas_1_parte-1,test
Judas_1_parte-10,train
Judas_1_parte-11,train
Judas_1_parte-12,train
Judas_1_parte-13,train
Judas_1_parte-2,test
Judas_1_parte-3,train
Judas_1_parte-4,dev
Judas_1_parte-5,train
Judas_1_parte-6,dev
Judas_1_parte-7,train
Judas_1_parte-8,train
Judas_1_parte-9,train
Jui_10_parte-1,train
Jui_10_parte-2,train
Jui_10_parte-3,train
Jui_10_parte-4,train
Jui_11_parte-1,train
Jui_11_parte-2,train
Jui_11_parte-3,train
Jui_11_parte-4,dev
Jui_11_parte-5,test
Jui_11_parte-6,train
Jui_11_parte-7,train
Jui_11_parte-8,test
Jui_12_parte-1,train
Jui_12_parte-2,train
Jui_12_parte-3,train
Jui_12_parte-4,train
Jui_13_parte-1,test
Jui_13_parte-2,train
Jui_13_parte-3,train
Jui_13_parte-4,train
Jui_13_parte-5,train
Jui_14_parte-1,train
Jui_14_parte-2,dev
Jui_14_parte-3,train
Jui_14_parte-4,train
Jui_14_parte-5,train
Jui_15_parte-1,train
Jui_15_parte-2,train
Jui_15_parte-3,train
Jui_15_parte-4,train
Jui_15_parte-5,train
Jui_16_parte-1,train
Jui_16_parte-2,train
Jui_16_parte-3,train
Jui_16_parte-4,train
Jui_16_parte-5,train
Jui_16_parte-6,test
Jui_16_parte-7,train
Jui_16_parte-8,test
Jui_16_parte-9,train
Jui_17_parte-1,train
Jui_17_parte-2,train
Jui_17_parte-3,train
Jui_17_parte-4,train
Jui_18_parte-1,train
Jui_18_parte-2,train
Jui_18_parte-3,train
Jui_18_parte-4,train
Jui_18_parte-5,train
Jui_18_parte-6,train
Jui_18_parte-7,train
Jui_19_parte-1,train
Jui_19_parte-2,train
Jui_19_parte-3,test
Jui_19_parte-4,dev
Jui_19_parte-5,train
Jui_19_parte-6,test
Jui_19_parte-7,train
Jui_1_parte-1,train
Jui_1_parte-2,train
Jui_1_parte-3,train
Jui_1_parte-4,dev
Jui_1_parte-5,train
Jui_1_parte-6,test
Jui_1_parte-7,train
Jui_20_parte-1,train
Jui_20_parte-10,train
Jui_20_parte-2,train
Jui_20_parte-3,train
Jui_20_parte-4,train
Jui_20_parte-5,train
Jui_20_parte-6,train
Jui_20_parte-7,test
Jui_20_parte-8,train
Jui_20_parte-9,train
Jui_21_parte-1,test
Jui_21_parte-2,train
Jui_21_parte-3,train
Jui_21_parte-4,train
Jui_21_parte-5,train
Jui_21_parte-6,train
Jui_21_parte-7,train
Jui_2_parte-1,train
Jui_2_parte-2,train
Jui_2_parte-3,train
Jui_2_parte-4,dev
Jui_2_parte-5,train
Jui_3_parte-1,train
Jui_3_parte-2,dev
Jui_3_parte-3,train
Jui_3_parte-4,train
Jui_3_parte-5,dev
Jui_4_parte-1,train
Jui_4_parte-2,train
Jui_4_parte-3,test
Jui_4_parte-4,train
Jui_4_parte-5,train
Jui_5_parte-1,train
Jui_5_parte-2,train
Jui_5_parte-3,train
Jui_5_parte-4,train
Jui_5_parte-5,test
Jui_5_parte-6,train
Jui_5_parte-7,train
Jui_6_parte-1,dev
Jui_6_parte-2,train
Jui_6_parte-3,dev
Jui_6_parte-4,train
Jui_6_parte-5,train
Jui_6_parte-6,train
Jui_6_parte-7,train
Jui_6_parte-8,train
Jui_6_parte-9,train
Jui_7_parte-1,train
Jui_7_parte-2,train
Jui_7_parte-3,test
Jui_7_parte-4,train
Jui_7_parte-5,train
Jui_7_parte-6,train
Jui_8_parte-1,train
Jui_8_parte-2,train
Jui_8_parte-3,test
Jui_8_parte-4,train
Jui_8_parte-5,train
Jui_8_parte-6,train
Jui_8_parte-7,test
Jui_8_parte-8,test
Jui_9_parte-1,train
Jui_9_parte-10,train
Jui_9_parte-11,train
Jui_9_parte-12,train
Jui_9_parte-2,train
Jui_9_parte-3,dev
Jui_9_parte-4,test
Jui_9_parte-5,train
Jui_9_parte-6,train
